keypoint_0,keypoint_1,keypoint_2,keypoint_3,keypoint_4,keypoint_5,keypoint_6,keypoint_7,keypoint_8,keypoint_9,keypoint_10,keypoint_11,keypoint_12,keypoint_13,keypoint_14,keypoint_15,keypoint_16,keypoint_17,keypoint_18,keypoint_19,keypoint_20,keypoint_21,keypoint_22,keypoint_23,keypoint_24,keypoint_25,keypoint_26,keypoint_27,keypoint_28,keypoint_29,keypoint_30,keypoint_31,keypoint_32,keypoint_33,Frame,Video,keypoint_0_velocity,keypoint_0_acceleration,keypoint_1_velocity,keypoint_1_acceleration,keypoint_2_velocity,keypoint_2_acceleration,keypoint_3_velocity,keypoint_3_acceleration,keypoint_4_velocity,keypoint_4_acceleration,keypoint_5_velocity,keypoint_5_acceleration,keypoint_6_velocity,keypoint_6_acceleration,keypoint_7_velocity,keypoint_7_acceleration,keypoint_8_velocity,keypoint_8_acceleration,keypoint_9_velocity,keypoint_9_acceleration,keypoint_10_velocity,keypoint_10_acceleration,keypoint_11_velocity,keypoint_11_acceleration,keypoint_12_velocity,keypoint_12_acceleration,keypoint_13_velocity,keypoint_13_acceleration,keypoint_14_velocity,keypoint_14_acceleration,keypoint_15_velocity,keypoint_15_acceleration,keypoint_16_velocity,keypoint_16_acceleration,keypoint_17_velocity,keypoint_17_acceleration,keypoint_18_velocity,keypoint_18_acceleration,keypoint_19_velocity,keypoint_19_acceleration,keypoint_20_velocity,keypoint_20_acceleration,keypoint_21_velocity,keypoint_21_acceleration,keypoint_22_velocity,keypoint_22_acceleration,keypoint_23_velocity,keypoint_23_acceleration,keypoint_24_velocity,keypoint_24_acceleration,keypoint_25_velocity,keypoint_25_acceleration,keypoint_26_velocity,keypoint_26_acceleration,keypoint_27_velocity,keypoint_27_acceleration,keypoint_28_velocity,keypoint_28_acceleration,keypoint_29_velocity,keypoint_29_acceleration,keypoint_30_velocity,keypoint_30_acceleration,keypoint_31_velocity,keypoint_31_acceleration,keypoint_32_velocity,keypoint_32_acceleration,keypoint_33_velocity,keypoint_33_acceleration,Angle,Velocity,Acceleration
tensor(244.5965),tensor(121.8892),tensor(251.6084),tensor(115.2378),tensor(238.5419),tensor(116.5054),tensor(262.8465),tensor(120.6191),tensor(230.8537),tensor(122.6409),tensor(285.3932),tensor(159.9787),tensor(214.5767),tensor(165.2751),tensor(313.2201),tensor(200.9756),tensor(195.7496),tensor(205.7431),tensor(292.1432),tensor(235.5087),tensor(215.5603),tensor(234.2924),tensor(279.6260),tensor(263.4142),tensor(233.0886),tensor(267.7411),tensor(289.1690),tensor(333.8354),tensor(238.1729),tensor(345.0620),tensor(296.4732),tensor(397.5366),tensor(251.2638),tensor(411.2977),30,video_1,tensor(2.1866),tensor(3.2418),tensor(6.0059),tensor(4.7116),tensor(2.6961),tensor(4.1940),tensor(6.4495),tensor(5.0831),tensor(2.4450),tensor(3.2262),tensor(5.9541),tensor(4.7538),tensor(2.5550),tensor(5.2643),tensor(7.3787),tensor(6.5818),tensor(2.2977),tensor(3.6352),tensor(5.9890),tensor(5.7156),tensor(0.4499),tensor(3.2984),tensor(7.7722),tensor(8.2225),tensor(0.1095),tensor(1.9895),tensor(6.8454),tensor(7.5694),tensor(-1.1722),tensor(-0.1170),tensor(9.6044),tensor(10.0603),tensor(-1.6804),tensor(0.2989),tensor(6.0995),tensor(6.5300),tensor(-4.8672),tensor(-4.4178),tensor(12.9076),tensor(16.6530),tensor(2.6943),tensor(7.6548),tensor(3.6813),tensor(6.3945),tensor(-1.3837),tensor(-1.5757),tensor(6.9352),tensor(8.4606),tensor(-1.4997),tensor(-2.0706),tensor(7.5723),tensor(8.9944),tensor(1.5653),tensor(0.3234),tensor(4.4362),tensor(6.1372),tensor(1.3773),tensor(1.2277),tensor(9.4678),tensor(11.1858),tensor(-4.4664),tensor(-8.3820),tensor(-2.5193),tensor(-0.3102),tensor(-1.4904),tensor(-2.5978),tensor(6.2611),tensor(8.2810),23.992353733774152,tensor(31.2488),tensor(20.2749)
tensor(248.7913),tensor(129.5154),tensor(255.5684),tensor(123.3812),tensor(243.0775),tensor(124.3286),tensor(266.1806),tensor(129.5589),tensor(235.6716),tensor(130.8677),tensor(287.5991),tensor(168.4706),tensor(218.0497),tensor(172.3313),tensor(314.8138),tensor(208.6823),tensor(197.4274),tensor(213.8625),tensor(296.9354),tensor(238.2114),tensor(216.0147),tensor(246.4140),tensor(280.1661),tensor(271.7345),tensor(234.1863),tensor(275.1782),tensor(288.2646),tensor(343.0108),tensor(236.2561),tensor(352.1171),tensor(296.9859),tensor(407.4543),tensor(247.9236),tensor(418.5078),31,video_1,tensor(4.1947),tensor(2.0081),tensor(7.6262),tensor(1.6203),tensor(3.9600),tensor(1.2639),tensor(8.1434),tensor(1.6939),tensor(4.5356),tensor(2.0905),tensor(7.8232),tensor(1.8691),tensor(3.3341),tensor(0.7791),tensor(8.9398),tensor(1.5611),tensor(4.8179),tensor(2.5202),tensor(8.2268),tensor(2.2378),tensor(2.2059),tensor(1.7560),tensor(8.4919),tensor(0.7197),tensor(3.4731),tensor(3.3636),tensor(7.0562),tensor(0.2108),tensor(1.5936),tensor(2.7658),tensor(7.7067),tensor(-1.8977),tensor(1.6778),tensor(3.3582),tensor(8.1193),tensor(2.0199),tensor(4.7923),tensor(9.6594),tensor(2.7027),tensor(-10.2049),tensor(0.4544),tensor(-2.2400),tensor(12.1216),tensor(8.4403),tensor(0.5402),tensor(1.9239),tensor(8.3203),tensor(1.3851),tensor(1.0977),tensor(2.5974),tensor(7.4371),tensor(-0.1352),tensor(-0.9044),tensor(-2.4697),tensor(9.1754),tensor(4.7393),tensor(-1.9167),tensor(-3.2940),tensor(7.0551),tensor(-2.4128),tensor(0.5128),tensor(4.9792),tensor(9.9177),tensor(12.4370),tensor(-3.3402),tensor(-1.8497),tensor(7.2101),tensor(0.9490),23.80696368734498,tensor(35.9808),tensor(4.7320)
tensor(255.4289),tensor(144.0517),tensor(262.3221),tensor(138.2788),tensor(250.2556),tensor(138.7247),tensor(272.5863),tensor(144.3346),tensor(242.8634),tensor(144.3790),tensor(292.4525),tensor(183.2781),tensor(224.3758),tensor(184.8857),tensor(317.1179),tensor(225.3493),tensor(202.8944),tensor(226.2153),tensor(296.6353),tensor(254.3982),tensor(217.7999),tensor(260.0853),tensor(282.8772),tensor(285.2834),tensor(237.9252),tensor(287.2593),tensor(287.1699),tensor(358.1210),tensor(237.2766),tensor(365.3243),tensor(295.5313),tensor(421.0803),tensor(248.1353),tensor(430.5722),32,video_1,tensor(6.6376),tensor(2.4429),tensor(14.5363),tensor(6.9101),tensor(6.7537),tensor(2.7937),tensor(14.8976),tensor(6.7542),tensor(7.1781),tensor(2.6425),tensor(14.3961),tensor(6.5729),tensor(6.4057),tensor(3.0716),tensor(14.7757),tensor(5.8358),tensor(7.1918),tensor(2.3739),tensor(13.5113),tensor(5.2845),tensor(4.8534),tensor(2.6475),tensor(14.8074),tensor(6.3155),tensor(6.3260),tensor(2.8530),tensor(12.5544),tensor(5.4982),tensor(2.3041),tensor(0.7105),tensor(16.6670),tensor(8.9603),tensor(5.4670),tensor(3.7892),tensor(12.3528),tensor(4.2335),tensor(-0.3002),tensor(-5.0924),tensor(16.1868),tensor(13.4841),tensor(1.7852),tensor(1.3308),tensor(13.6713),tensor(1.5497),tensor(2.7111),tensor(2.1709),tensor(13.5488),tensor(5.2285),tensor(3.7389),tensor(2.6412),tensor(12.0811),tensor(4.6440),tensor(-1.0948),tensor(-0.1904),tensor(15.1102),tensor(5.9348),tensor(1.0204),tensor(2.9371),tensor(13.2072),tensor(6.1521),tensor(-1.4547),tensor(-1.9674),tensor(13.6261),tensor(3.7084),tensor(0.2116),tensor(3.5518),tensor(12.0644),tensor(4.8543),24.423438381015128,tensor(61.0144),tensor(25.0336)
tensor(265.3947),tensor(145.3748),tensor(271.6348),tensor(139.7123),tensor(259.4417),tensor(140.2920),tensor(280.2796),tensor(146.4330),tensor(250.3676),tensor(146.8983),tensor(299.7594),tensor(186.5362),tensor(231.3823),tensor(187.3940),tensor(321.5227),tensor(228.5643),tensor(207.8793),tensor(228.0324),tensor(299.6256),tensor(254.5659),tensor(223.5479),tensor(260.1083),tensor(289.5674),tensor(287.4638),tensor(244.6708),tensor(288.6914),tensor(291.3835),tensor(361.0166),tensor(240.4113),tensor(366.4445),tensor(293.8907),tensor(426.1944),tensor(245.1702),tensor(433.6020),33,video_1,tensor(9.9658),tensor(3.3281),tensor(1.3231),tensor(-13.2132),tensor(9.3127),tensor(2.5590),tensor(1.4334),tensor(-13.4642),tensor(9.1862),tensor(2.0081),tensor(1.5673),tensor(-12.8288),tensor(7.6933),tensor(1.2876),tensor(2.0984),tensor(-12.6773),tensor(7.5042),tensor(0.3124),tensor(2.5193),tensor(-10.9920),tensor(7.3069),tensor(2.4535),tensor(3.2582),tensor(-11.5493),tensor(7.0065),tensor(0.6805),tensor(2.5083),tensor(-10.0461),tensor(4.4048),tensor(2.1007),tensor(3.2150),tensor(-13.4520),tensor(4.9849),tensor(-0.4821),tensor(1.8171),tensor(-10.5358),tensor(2.9904),tensor(3.2905),tensor(0.1676),tensor(-16.0191),tensor(5.7480),tensor(3.9628),tensor(0.0231),tensor(-13.6482),tensor(6.6902),tensor(3.9792),tensor(2.1805),tensor(-11.3684),tensor(6.7457),tensor(3.0068),tensor(1.4321),tensor(-10.6490),tensor(4.2136),tensor(5.3084),tensor(2.8956),tensor(-12.2147),tensor(3.1347),tensor(2.1143),tensor(1.1202),tensor(-12.0870),tensor(-1.6406),tensor(-0.1859),tensor(5.1141),tensor(-8.5120),tensor(-2.9651),tensor(-3.1767),tensor(3.0298),tensor(-9.0346),23.31667783008714,tensor(28.3432),tensor(-32.6712)
tensor(282.3934),tensor(147.0425),tensor(288.9367),tensor(142.5098),tensor(276.9456),tensor(141.6116),tensor(296.6952),tensor(149.1693),tensor(267.8379),tensor(146.8820),tensor(312.0618),tensor(187.9664),tensor(246.5155),tensor(185.6620),tensor(330.3007),tensor(228.7418),tensor(219.4701),tensor(224.9660),tensor(312.2272),tensor(255.4863),tensor(234.3880),tensor(260.1903),tensor(298.7690),tensor(286.9770),tensor(257.0074),tensor(286.4598),tensor(295.1363),tensor(356.7857),tensor(248.0156),tensor(361.2798),tensor(285.7754),tensor(424.1570),tensor(245.7130),tensor(434.2117),34,video_1,tensor(16.9988),tensor(7.0330),tensor(1.6678),tensor(0.3447),tensor(17.3019),tensor(7.9893),tensor(2.7975),tensor(1.3640),tensor(17.5039),tensor(8.3178),tensor(1.3197),tensor(-0.2477),tensor(16.4156),tensor(8.7223),tensor(2.7363),tensor(0.6380),tensor(17.4703),tensor(9.9661),tensor(-0.0162),tensor(-2.5355),tensor(12.3025),tensor(4.9955),tensor(1.4301),tensor(-1.8280),tensor(15.1332),tensor(8.1267),tensor(-1.7319),tensor(-4.2402),tensor(8.7780),tensor(4.3732),tensor(0.1775),tensor(-3.0375),tensor(11.5908),tensor(6.6059),tensor(-3.0663),tensor(-4.8834),tensor(12.6016),tensor(9.6113),tensor(0.9204),tensor(0.7527),tensor(10.8401),tensor(5.0921),tensor(0.0820),tensor(0.0589),tensor(9.2015),tensor(2.5113),tensor(-0.4868),tensor(-2.6672),tensor(12.3366),tensor(5.5910),tensor(-2.2316),tensor(-3.6637),tensor(3.7528),tensor(-0.4608),tensor(-4.2309),tensor(-7.1265),tensor(7.6044),tensor(4.4697),tensor(-5.1647),tensor(-6.2849),tensor(-8.1153),tensor(-6.4747),tensor(-2.0374),tensor(-7.1514),tensor(0.5428),tensor(3.5079),tensor(0.6097),tensor(-2.4200),23.31094813733961,tensor(52.9327),tensor(24.5895)
tensor(290.1648),tensor(149.9890),tensor(297.0731),tensor(145.4805),tensor(285.0014),tensor(144.1799),tensor(304.9739),tensor(151.7378),tensor(275.7407),tensor(148.4757),tensor(318.6599),tensor(190.2483),tensor(253.6573),tensor(186.0166),tensor(336.1779),tensor(231.0430),tensor(225.2966),tensor(223.4334),tensor(316.0152),tensor(255.2647),tensor(237.7772),tensor(257.4858),tensor(301.7185),tensor(286.5100),tensor(260.2144),tensor(284.9192),tensor(298.3871),tensor(355.3242),tensor(250.6273),tensor(359.1789),tensor(287.6800),tensor(422.4903),tensor(247.1217),tensor(433.4596),35,video_1,tensor(7.7714),tensor(-9.2274),tensor(2.9465),tensor(1.2787),tensor(8.1364),tensor(-9.1656),tensor(2.9707),tensor(0.1732),tensor(8.0558),tensor(-9.4482),tensor(2.5683),tensor(1.2486),tensor(8.2787),tensor(-8.1368),tensor(2.5685),tensor(-0.1678),tensor(7.9028),tensor(-9.5675),tensor(1.5937),tensor(1.6100),tensor(6.5981),tensor(-5.7043),tensor(2.2819),tensor(0.8517),tensor(7.1418),tensor(-7.9914),tensor(0.3545),tensor(2.0865),tensor(5.8772),tensor(-2.9008),tensor(2.3012),tensor(2.1237),tensor(5.8265),tensor(-5.7643),tensor(-1.5327),tensor(1.5337),tensor(3.7880),tensor(-8.8137),tensor(-0.2216),tensor(-1.1420),tensor(3.3892),tensor(-7.4509),tensor(-2.7045),tensor(-2.7865),tensor(2.9495),tensor(-6.2520),tensor(-0.4670),tensor(0.0198),tensor(3.2069),tensor(-9.1297),tensor(-1.5406),tensor(0.6910),tensor(3.2507),tensor(-0.5021),tensor(-1.4615),tensor(2.7694),tensor(2.6116),tensor(-4.9927),tensor(-2.1010),tensor(3.0637),tensor(1.9046),tensor(10.0199),tensor(-1.6668),tensor(0.3706),tensor(1.4086),tensor(0.8658),tensor(-0.7521),tensor(-1.3618),24.205507967765087,tensor(24.8877),tensor(-28.0450)
tensor(295.2610),tensor(148.8703),tensor(301.8840),tensor(144.2432),tensor(290.1092),tensor(143.1272),tensor(309.4746),tensor(150.9374),tensor(280.5378),tensor(147.6602),tensor(322.5614),tensor(191.0769),tensor(258.4788),tensor(185.0802),tensor(339.6727),tensor(232.6185),tensor(229.9387),tensor(221.5508),tensor(318.4319),tensor(254.3940),tensor(241.7937),tensor(257.8342),tensor(303.4837),tensor(287.0344),tensor(262.2963),tensor(284.3917),tensor(299.3615),tensor(357.5702),tensor(252.4467),tensor(358.5853),tensor(292.4656),tensor(423.3198),tensor(248.7491),tensor(428.9247),36,video_1,tensor(5.0962),tensor(-2.6752),tensor(-1.1188),tensor(-4.0653),tensor(4.8109),tensor(-3.3254),tensor(-1.2372),tensor(-4.2079),tensor(5.1077),tensor(-2.9481),tensor(-1.0527),tensor(-3.6210),tensor(4.5006),tensor(-3.7781),tensor(-0.8004),tensor(-3.3690),tensor(4.7971),tensor(-3.1057),tensor(-0.8155),tensor(-2.4093),tensor(3.9015),tensor(-2.6967),tensor(0.8286),tensor(-1.4533),tensor(4.8214),tensor(-2.3204),tensor(-0.9363),tensor(-1.2908),tensor(3.4948),tensor(-2.3824),tensor(1.5755),tensor(-0.7257),tensor(4.6420),tensor(-1.1845),tensor(-1.8825),tensor(-0.3499),tensor(2.4167),tensor(-1.3713),tensor(-0.8707),tensor(-0.6490),tensor(4.0165),tensor(0.6273),tensor(0.3484),tensor(3.0529),tensor(1.7652),tensor(-1.1843),tensor(0.5244),tensor(0.9914),tensor(2.0819),tensor(-1.1250),tensor(-0.5275),tensor(1.0132),tensor(0.9744),tensor(-2.2763),tensor(2.2459),tensor(3.7074),tensor(1.8194),tensor(-0.7922),tensor(-0.5936),tensor(1.5074),tensor(4.7856),tensor(2.8810),tensor(0.8295),tensor(2.4963),tensor(1.6275),tensor(0.2188),tensor(-4.5349),tensor(-3.7828),24.75112718944303,tensor(17.0530),tensor(-7.8347)
tensor(296.9465),tensor(150.5164),tensor(303.3581),tensor(145.7879),tensor(291.8015),tensor(144.7454),tensor(310.7758),tensor(152.1188),tensor(282.4513),tensor(149.0284),tensor(324.3776),tensor(192.4650),tensor(260.3918),tensor(185.5931),tensor(342.0555),tensor(234.4625),tensor(231.1705),tensor(221.8886),tensor(320.7470),tensor(252.9132),tensor(242.6537),tensor(258.3466),tensor(304.3874),tensor(287.7836),tensor(263.4954),tensor(284.5012),tensor(299.0283),tensor(358.1227),tensor(253.8884),tensor(357.6284),tensor(292.4329),tensor(422.5294),tensor(250.3124),tensor(426.0630),37,video_1,tensor(1.6855),tensor(-3.4107),tensor(1.6461),tensor(2.7649),tensor(1.4741),tensor(-3.3368),tensor(1.5447),tensor(2.7819),tensor(1.6923),tensor(-3.4154),tensor(1.6182),tensor(2.6709),tensor(1.3012),tensor(-3.1994),tensor(1.1814),tensor(1.9818),tensor(1.9135),tensor(-2.8837),tensor(1.3682),tensor(2.1837),tensor(1.8162),tensor(-2.0853),tensor(1.3881),tensor(0.5595),tensor(1.9131),tensor(-2.9083),tensor(0.5129),tensor(1.4492),tensor(2.3829),tensor(-1.1119),tensor(1.8440),tensor(0.2686),tensor(1.2318),tensor(-3.4102),tensor(0.3377),tensor(2.2203),tensor(2.3151),tensor(-0.1016),tensor(-1.4808),tensor(-0.6102),tensor(0.8600),tensor(-3.1565),tensor(0.5125),tensor(0.1641),tensor(0.9037),tensor(-0.8615),tensor(0.7492),tensor(0.2248),tensor(1.1991),tensor(-0.8828),tensor(0.1095),tensor(0.6369),tensor(-0.3332),tensor(-1.3076),tensor(0.5526),tensor(-1.6934),tensor(1.4417),tensor(-0.3777),tensor(-0.9568),tensor(-0.3633),tensor(-0.0327),tensor(-4.8183),tensor(-0.7904),tensor(-1.6199),tensor(1.5633),tensor(-0.0642),tensor(-2.8618),tensor(1.6732),25.397383060593814,tensor(8.3741),tensor(-8.6789)
tensor(294.2134),tensor(150.9035),tensor(300.8158),tensor(146.1445),tensor(288.9739),tensor(145.3110),tensor(309.5393),tensor(152.3974),tensor(281.0442),tensor(150.0879),tensor(323.8817),tensor(192.4827),tensor(260.2172),tensor(186.7613),tensor(340.5759),tensor(233.0100),tensor(230.7988),tensor(222.6525),tensor(323.0217),tensor(253.5847),tensor(242.9325),tensor(259.0359),tensor(303.1538),tensor(288.1236),tensor(262.5881),tensor(285.2648),tensor(299.8828),tensor(359.1469),tensor(255.5072),tensor(358.3729),tensor(292.2477),tensor(422.0699),tensor(250.4195),tensor(424.1680),38,video_1,tensor(-2.7331),tensor(-4.4186),tensor(0.3871),tensor(-1.2590),tensor(-2.5423),tensor(-4.0164),tensor(0.3566),tensor(-1.1881),tensor(-2.8275),tensor(-4.5199),tensor(0.5656),tensor(-1.0525),tensor(-1.2365),tensor(-2.5378),tensor(0.2786),tensor(-0.9028),tensor(-1.4071),tensor(-3.3206),tensor(1.0596),tensor(-0.3086),tensor(-0.4958),tensor(-2.3120),tensor(0.0178),tensor(-1.3703),tensor(-0.1747),tensor(-2.0878),tensor(1.1681),tensor(0.6553),tensor(-1.4796),tensor(-3.8625),tensor(-1.4525),tensor(-3.2966),tensor(-0.3717),tensor(-1.6036),tensor(0.7639),tensor(0.4261),tensor(2.2747),tensor(-0.0404),tensor(0.6715),tensor(2.1523),tensor(0.2788),tensor(-0.5812),tensor(0.6893),tensor(0.1768),tensor(-1.2335),tensor(-2.1372),tensor(0.3400),tensor(-0.4092),tensor(-0.9073),tensor(-2.1065),tensor(0.7636),tensor(0.6541),tensor(0.8546),tensor(1.1878),tensor(1.0242),tensor(0.4716),tensor(1.6188),tensor(0.1771),tensor(0.7445),tensor(1.7014),tensor(-0.1852),tensor(-0.1526),tensor(-0.4595),tensor(0.3309),tensor(0.1071),tensor(-1.4562),tensor(-1.8950),tensor(0.9668),24.21515979638146,tensor(7.2055),tensor(-1.1685)
tensor(289.9237),tensor(151.7512),tensor(296.2902),tensor(146.9848),tensor(284.7306),tensor(146.1005),tensor(304.0758),tensor(152.3704),tensor(275.6944),tensor(150.4727),tensor(318.8200),tensor(190.8844),tensor(255.0524),tensor(187.4556),tensor(337.6714),tensor(231.5358),tensor(229.7327),tensor(224.0682),tensor(316.2863),tensor(258.6880),tensor(238.0854),tensor(259.2234),tensor(299.0302),tensor(287.1750),tensor(257.9486),tensor(284.9081),tensor(298.7483),tensor(358.6037),tensor(251.5984),tensor(359.1334),tensor(290.9171),tensor(420.9389),tensor(246.3578),tensor(425.6022),39,video_1,tensor(-4.2897),tensor(-1.5566),tensor(0.8476),tensor(0.4605),tensor(-4.5256),tensor(-1.9833),tensor(0.8403),tensor(0.4837),tensor(-4.2434),tensor(-1.4158),tensor(0.7895),tensor(0.2238),tensor(-5.4635),tensor(-4.2270),tensor(-0.0269),tensor(-0.3055),tensor(-5.3498),tensor(-3.9427),tensor(0.3847),tensor(-0.6748),tensor(-5.0617),tensor(-4.5658),tensor(-1.5983),tensor(-1.6161),tensor(-5.1648),tensor(-4.9901),tensor(0.6943),tensor(-0.4738),tensor(-2.9045),tensor(-1.4249),tensor(-1.4742),tensor(-0.0216),tensor(-1.0661),tensor(-0.6944),tensor(1.4157),tensor(0.6519),tensor(-6.7354),tensor(-9.0101),tensor(5.1033),tensor(4.4318),tensor(-4.8471),tensor(-5.1259),tensor(0.1875),tensor(-0.5018),tensor(-4.1237),tensor(-2.8901),tensor(-0.9486),tensor(-1.2886),tensor(-4.6394),tensor(-3.7321),tensor(-0.3567),tensor(-1.1203),tensor(-1.1345),tensor(-1.9890),tensor(-0.5432),tensor(-1.5674),tensor(-3.9088),tensor(-5.5276),tensor(0.7605),tensor(0.0160),tensor(-1.3305),tensor(-1.1453),tensor(-1.1310),tensor(-0.6715),tensor(-4.0617),tensor(-4.1687),tensor(1.4343),tensor(3.3293),25.025067056388313,tensor(18.9783),tensor(11.7728)
tensor(289.1905),tensor(150.5469),tensor(295.5851),tensor(145.8392),tensor(283.8732),tensor(144.9738),tensor(303.4757),tensor(151.6345),tensor(274.7789),tensor(149.7947),tensor(318.2373),tensor(190.6976),tensor(254.4519),tensor(187.2443),tensor(337.4194),tensor(231.2516),tensor(229.5407),tensor(224.0944),tensor(317.8625),tensor(256.9677),tensor(237.4063),tensor(258.2328),tensor(298.4998),tensor(286.8862),tensor(257.4739),tensor(284.5732),tensor(297.8911),tensor(359.1326),tensor(251.2591),tensor(359.3209),tensor(289.9521),tensor(420.5125),tensor(246.0910),tensor(424.6378),40,video_1,tensor(-0.7332),tensor(3.5565),tensor(-1.2043),tensor(-2.0519),tensor(-0.7051),tensor(3.8204),tensor(-1.1456),tensor(-1.9858),tensor(-0.8573),tensor(3.3860),tensor(-1.1267),tensor(-1.9162),tensor(-0.6001),tensor(4.8634),tensor(-0.7359),tensor(-0.7090),tensor(-0.9156),tensor(4.4342),tensor(-0.6780),tensor(-1.0627),tensor(-0.5827),tensor(4.4790),tensor(-0.1868),tensor(1.4115),tensor(-0.6005),tensor(4.5643),tensor(-0.2112),tensor(-0.9055),tensor(-0.2520),tensor(2.6526),tensor(-0.2842),tensor(1.1899),tensor(-0.1920),tensor(0.8741),tensor(0.0262),tensor(-1.3895),tensor(1.5762),tensor(8.3116),tensor(-1.7204),tensor(-6.8237),tensor(-0.6791),tensor(4.1680),tensor(-0.9906),tensor(-1.1780),tensor(-0.5303),tensor(3.5933),tensor(-0.2888),tensor(0.6598),tensor(-0.4747),tensor(4.1647),tensor(-0.3349),tensor(0.0218),tensor(-0.8573),tensor(0.2772),tensor(0.5290),tensor(1.0722),tensor(-0.3393),tensor(3.5695),tensor(0.1875),tensor(-0.5730),tensor(-0.9651),tensor(0.3655),tensor(-0.4264),tensor(0.7047),tensor(-0.2668),tensor(3.7948),tensor(-0.9644),tensor(-2.3987),24.426205151698152,tensor(4.4532),tensor(-14.5251)
tensor(285.4825),tensor(151.3902),tensor(292.7191),tensor(147.1891),tensor(280.8668),tensor(145.4194),tensor(301.3420),tensor(153.4724),tensor(272.4887),tensor(149.2506),tensor(315.4213),tensor(192.0178),tensor(250.6548),tensor(186.9106),tensor(335.5372),tensor(232.7169),tensor(226.1357),tensor(223.7136),tensor(315.8364),tensor(256.0243),tensor(235.2509),tensor(256.6299),tensor(296.3130),tensor(288.6314),tensor(255.1857),tensor(286.2050),tensor(295.1999),tensor(359.7781),tensor(249.1116),tensor(360.8593),tensor(286.8795),tensor(421.8011),tensor(249.1205),tensor(428.8173),41,video_1,tensor(-3.7080),tensor(-2.9748),tensor(0.8433),tensor(2.0475),tensor(-2.8660),tensor(-2.1609),tensor(1.3499),tensor(2.4955),tensor(-3.0064),tensor(-2.1491),tensor(0.4456),tensor(1.5724),tensor(-2.1338),tensor(-1.5337),tensor(1.8379),tensor(2.5738),tensor(-2.2901),tensor(-1.3746),tensor(-0.5441),tensor(0.1339),tensor(-2.8161),tensor(-2.2334),tensor(1.3202),tensor(1.5070),tensor(-3.7971),tensor(-3.1967),tensor(-0.3338),tensor(-0.1225),tensor(-1.8822),tensor(-1.6302),tensor(1.4654),tensor(1.7496),tensor(-3.4050),tensor(-3.2130),tensor(-0.3808),tensor(-0.4070),tensor(-2.0261),tensor(-3.6023),tensor(-0.9434),tensor(0.7770),tensor(-2.1554),tensor(-1.4763),tensor(-1.6029),tensor(-0.6124),tensor(-2.1869),tensor(-1.6566),tensor(1.7452),tensor(2.0340),tensor(-2.2882),tensor(-1.8135),tensor(1.6319),tensor(1.9668),tensor(-2.6911),tensor(-1.8339),tensor(0.6454),tensor(0.1165),tensor(-2.1475),tensor(-1.8082),tensor(1.5384),tensor(1.3509),tensor(-3.0726),tensor(-2.1075),tensor(1.2886),tensor(1.7150),tensor(3.0295),tensor(3.2964),tensor(4.1794),tensor(5.1439),24.457205905832204,tensor(13.0061),tensor(8.5529)
tensor(286.3069),tensor(150.8110),tensor(293.9381),tensor(146.9144),tensor(281.9541),tensor(144.5947),tensor(302.6435),tensor(153.9476),tensor(273.4710),tensor(148.3293),tensor(315.2697),tensor(193.2762),tensor(249.9459),tensor(186.1409),tensor(333.0786),tensor(235.1963),tensor(224.0995),tensor(223.6239),tensor(312.8386),tensor(257.7277),tensor(233.5438),tensor(258.8337),tensor(294.8247),tensor(288.9559),tensor(253.2812),tensor(285.6957),tensor(294.3746),tensor(361.1272),tensor(247.1342),tensor(360.3488),tensor(287.2590),tensor(422.8112),tensor(248.8904),tensor(427.8073),42,video_1,tensor(0.8244),tensor(4.5324),tensor(-0.5793),tensor(-1.4226),tensor(1.2191),tensor(4.0851),tensor(-0.2747),tensor(-1.6246),tensor(1.0872),tensor(4.0937),tensor(-0.8246),tensor(-1.2703),tensor(1.3015),tensor(3.4353),tensor(0.4752),tensor(-1.3626),tensor(0.9822),tensor(3.2724),tensor(-0.9213),tensor(-0.3772),tensor(-0.1516),tensor(2.6645),tensor(1.2583),tensor(-0.0619),tensor(-0.7088),tensor(3.0883),tensor(-0.7697),tensor(-0.4359),tensor(-2.4586),tensor(-0.5764),tensor(2.4794),tensor(1.0140),tensor(-2.0362),tensor(1.3688),tensor(-0.0897),tensor(0.2911),tensor(-2.9977),tensor(-0.9716),tensor(1.7034),tensor(2.6468),tensor(-1.7071),tensor(0.4483),tensor(2.2038),tensor(3.8068),tensor(-1.4882),tensor(0.6987),tensor(0.3245),tensor(-1.4207),tensor(-1.9045),tensor(0.3837),tensor(-0.5093),tensor(-2.1412),tensor(-0.8253),tensor(1.8658),tensor(1.3492),tensor(0.7037),tensor(-1.9775),tensor(0.1700),tensor(-0.5105),tensor(-2.0488),tensor(0.3796),tensor(3.4522),tensor(1.0100),tensor(-0.2786),tensor(-0.2302),tensor(-3.2597),tensor(-1.0099),tensor(-5.1894),24.408881146932405,tensor(7.8737),tensor(-5.1324)
